Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
USB,,WD,5000BMV External 500GB,285,16.6,408,https://usb.userbenchmark.com/SpeedTest/1281/WD-5000BMV-External
USB,,Maxtor,OneTouch 500GB,286,16.6,687,https://usb.userbenchmark.com/SpeedTest/4159/Maxtor-OneTouch
USB,,Corsair,Slider 3.0 32GB,287,16.5,472,https://usb.userbenchmark.com/SpeedTest/3644/Corsair-Slider-30
USB,,WD,3200BMV External 320GB,288,16.5,733,https://usb.userbenchmark.com/SpeedTest/5495/WD-3200BMV-External
USB,,WD,My Book Elite 2TB,289,16.4,264,https://usb.userbenchmark.com/SpeedTest/1251/WD-My-Book-1111
USB,,WD,My Book Essentials 1TB,290,16.4,3218,https://usb.userbenchmark.com/SpeedTest/2793/WD-My-Book-1110
USB,,JetFlash,Transcend 64GB,291,16.4,2865,https://usb.userbenchmark.com/SpeedTest/2878/JetFlash-Transcend-64GB
USB,DT100G3/32GB,Kingston,DataTraveler 100 G3 USB 3.0 32GB,292,16.3,41235,https://usb.userbenchmark.com/SpeedTest/1510/Kingston-DataTraveler-30
USB,,Sony,Storage Media 32GB,293,16.3,216,https://usb.userbenchmark.com/SpeedTest/1992/Sony-Storage-Media
USB,,Samsung,STORY Station 1.5TB,294,16.2,801,https://usb.userbenchmark.com/SpeedTest/3139/Samsung-STORY-Station
USB,,Seagate,FreeAgent Pro 500GB,295,16.2,40,https://usb.userbenchmark.com/SpeedTest/4188/Seagate-FreeAgent-Pro
USB,,Toshiba,StorE HDD 1.5TB,296,16.1,101,https://usb.userbenchmark.com/SpeedTest/9515/Toshiba-StorE-HDD
USB,,WD,My Book Elite 1TB,297,16.1,643,https://usb.userbenchmark.com/SpeedTest/4963/WD-My-Book-1111
USB,,Samsung,S2 Portable 320GB,298,16.1,856,https://usb.userbenchmark.com/SpeedTest/7054/Samsung-S2-Portable
USB,,WD,15EADS External 1.5TB,299,16,1266,https://usb.userbenchmark.com/SpeedTest/3490/WD-15EADS-External
USB,,WD,1600BEVExternal 160GB,300,16,182,https://usb.userbenchmark.com/SpeedTest/3232/WD-1600BEVExternal
USB,,HP,External HDD 999GB,301,16,884,https://usb.userbenchmark.com/SpeedTest/2612/HP-External-HDD
USB,,Leef,Supra 32GB,302,16,8,https://usb.userbenchmark.com/SpeedTest/5926/Leef-Supra
USB,,Samsung,S2 Portable 1TB,303,16,1309,https://usb.userbenchmark.com/SpeedTest/3753/Samsung-S2-Portable
USB,,A-DATA,HDD CH91 320GB,304,15.9,19,https://usb.userbenchmark.com/SpeedTest/4535/A-DATA-HDD-CH91
USB,,Packard,Bell Carbon 1TB,305,15.9,380,https://usb.userbenchmark.com/SpeedTest/2124/Packard-Bell-Carbon
USB,,Maxtor,Basics Desktop 1TB,306,15.8,381,https://usb.userbenchmark.com/SpeedTest/3444/Maxtor-Basics-Desktop
USB,,Samsung,S2 Portable 640GB,307,15.8,654,https://usb.userbenchmark.com/SpeedTest/4055/Samsung-S2-Portable
USB,,Hitachi,HTS545050B9A300 500GB,308,15.7,350,https://usb.userbenchmark.com/SpeedTest/8344/Hitachi-HTS545050B9A300
USB,,Kingston,DataTraveler 3.0 126GB,309,15.6,332,https://usb.userbenchmark.com/SpeedTest/8363/Kingston-DataTraveler-30
USB,,BUFFALO,HD-PCU2 500GB,310,15.6,391,https://usb.userbenchmark.com/SpeedTest/3877/BUFFALO-HD-PCU2
USB,,Toshiba,External USB HDD 500GB,311,15.6,563,https://usb.userbenchmark.com/SpeedTest/2565/Toshiba-External-USB-HDD
USB,,WD,My Passport Essential 320GB,312,15.5,693,https://usb.userbenchmark.com/SpeedTest/6315/WD-My-Passport-070A
USB,AUV150-16G-RRD,Adata,DashDrive UV150 USB 3.0 16GB,313,15.5,1099,https://usb.userbenchmark.com/Adata-DashDrive-UV150-USB-30-16GB/Rating/1879
USB,,Seagate,FreeAgent GoFlex 250GB,314,15.4,188,https://usb.userbenchmark.com/SpeedTest/12253/Seagate-FreeAgent-GoFlex
USB,AS102-16G-RGY,Adata,S102 USB 3.0 16GB,315,15.4,187,https://usb.userbenchmark.com/SpeedTest/2953/ADATA-USB-Flash-Drive
USB,,BUFFALO,HD-PXU2 499GB,316,15.4,35,https://usb.userbenchmark.com/SpeedTest/8186/BUFFALO-HD-PXU2
USB,,Maxtor,OneTouch 750GB,317,15.4,300,https://usb.userbenchmark.com/SpeedTest/2359/Maxtor-OneTouch
USB,,BUFFALO,HD-PCU2 1TB,318,15.4,243,https://usb.userbenchmark.com/SpeedTest/1252/BUFFALO-HD-PCU2
USB,,Apacer,AC601 320GB,319,15.3,28,https://usb.userbenchmark.com/SpeedTest/12069/Apacer-AC601
USB,,Seagate,Portable 250GB,320,15.3,645,https://usb.userbenchmark.com/SpeedTest/6649/Seagate-Portable
USB,BUSLPD3016R,Busbi,Bolt USB 3.0 16GB,321,15.3,1,https://usb.userbenchmark.com/Busbi-Bolt-USB-30-16GB/Rating/1341
USB,,PHD,2.0 Silicon-Power DB 500GB,322,15.3,37,https://usb.userbenchmark.com/SpeedTest/9923/PHD-20-Silicon-Power-DB
USB,,Maxtor,Basics Desktop 500GB,323,15.2,390,https://usb.userbenchmark.com/SpeedTest/5421/Maxtor-Basics-Desktop
USB,,Samsung,G2 Portable 640GB,324,15.2,409,https://usb.userbenchmark.com/SpeedTest/3669/Samsung-G2-Portable
USB,,WD,My Passport 071A 1TB,325,15.2,514,https://usb.userbenchmark.com/SpeedTest/6503/WD-My-Passport-071A
USB,,WD,My Passport Elite 500GB,326,15.2,307,https://usb.userbenchmark.com/SpeedTest/5158/WD-My-Passport-070B
USB,LJDS23-8GABEU,Lexar,JumpDrive S23 USB 3.0 8GB,327,15.2,113,https://usb.userbenchmark.com/SpeedTest/1499/Lexar-USB-Flash-Drive
USB,,IT-CEO,USB2.0SATADevice 500GB,328,15.1,83,https://usb.userbenchmark.com/SpeedTest/12490/IT-CEO-USB20SATADevice
USB,AN005P-16G-CGY,Adata,Nobility N005 Pro USB 3.0 16GB,329,15.1,53,https://usb.userbenchmark.com/Adata-Nobility-N005-Pro-USB-30-16GB/Rating/1274
USB,,WD,My Passport 071A 500GB,330,15.1,902,https://usb.userbenchmark.com/SpeedTest/1488/WD-My-Passport-071A
USB,,ADATA,HDD CH94 500GB,331,15,247,https://usb.userbenchmark.com/SpeedTest/6060/ADATA-HDD-CH94
USB,,SAMSUNG,HD501LJ 500GB,332,15,95,https://usb.userbenchmark.com/SpeedTest/4007/SAMSUNG-HD501LJ
USB,MKNUFDVT16GB,Mushkin,Ventura USB 3.0 16GB,333,15,8,https://usb.userbenchmark.com/Mushkin-Ventura-USB-30-16GB/Rating/1296
USB,,WD,My Passport 071A 250GB,334,15,113,https://usb.userbenchmark.com/SpeedTest/5046/WD-My-Passport-071A
USB,,WD,5000AAJB Externa 500GB,335,15,35,https://usb.userbenchmark.com/SpeedTest/2703/WD-5000AAJB-Externa
USB,,Seagate,Desktop 1.5TB,336,14.9,502,https://usb.userbenchmark.com/SpeedTest/3941/Seagate-Desktop
USB,,Seagate,FreeAgent Go 500GB,337,14.9,1595,https://usb.userbenchmark.com/SpeedTest/1786/Seagate-FreeAgent-Go
USB,,SPCC,PHD 320GB,338,14.9,51,https://usb.userbenchmark.com/SpeedTest/6173/SPCC-PHD
USB,,Seagate,FreeAgent XTreme 2TB,339,14.9,40,https://usb.userbenchmark.com/SpeedTest/6547/Seagate-FreeAgent-XTreme
USB,,FCR-HS3,-1 16GB,340,14.9,72,https://usb.userbenchmark.com/SpeedTest/10799/FCR-HS3--------1
USB,AUV128-16G-RBE,Adata,DashDrive UV128 USB 3.0 16GB,341,14.9,2116,https://usb.userbenchmark.com/SpeedTest/1986/ADATA-USB-Flash-Drive
USB,,WD,1200BEA External 120GB,342,14.9,46,https://usb.userbenchmark.com/SpeedTest/10946/WD-1200BEA-External
USB,PSF16GXPUSB,Patriot,Supersonic Xpress USB 3.0 16GB,343,14.8,82,https://usb.userbenchmark.com/Patriot-Supersonic-Xpress-USB-30-16GB/Rating/1273
USB,,Seagate,FreeAgent 2TB,344,14.8,329,https://usb.userbenchmark.com/SpeedTest/9303/Seagate-FreeAgent
USB,ST3U16EDB,Super Talent,Express DUO USB 3.0 16GB,345,14.8,25,https://usb.userbenchmark.com/Super-Talent-Express-DUO-USB-30-16GB/Rating/39
USB,,Seagate,Portable 320GB,346,14.8,662,https://usb.userbenchmark.com/SpeedTest/4645/Seagate-Portable
USB,,WD,My Passport Essential 500GB,347,14.8,1150,https://usb.userbenchmark.com/SpeedTest/3986/WD-My-Passport-070A
USB,,Seagate,FreeAgent Go 320GB,348,14.7,1128,https://usb.userbenchmark.com/SpeedTest/7077/Seagate-FreeAgent-Go
USB,,Corsair,Voyager Mini 3.0 16GB,349,14.7,173,https://usb.userbenchmark.com/SpeedTest/5329/Corsair-Voyager-Mini-30
USB,,Maxtor,Basics Portable 250GB,350,14.6,92,https://usb.userbenchmark.com/SpeedTest/10334/Maxtor-Basics-Portable
USB,,TOSHIBA,TransMemory-Mx 32GB,351,14.4,550,https://usb.userbenchmark.com/SpeedTest/2142/TOSHIBA-TransMemory-Mx
USB,,WDC,WD16 00BEVS-60RST0 160GB,352,14.4,29,https://usb.userbenchmark.com/SpeedTest/10026/WDC-WD16-00BEVS-60RST0
USB,,Seagate,FreeAgentDesktop 320GB,353,14.2,264,https://usb.userbenchmark.com/SpeedTest/3261/Seagate-FreeAgentDesktop
USB,,Corsair,Slider 3.0 16GB,354,14.2,208,https://usb.userbenchmark.com/SpeedTest/1196/Corsair-Slider-30
USB,,Kingston,DT microDuo 3.0 16GB,355,14.1,948,https://usb.userbenchmark.com/SpeedTest/12572/Kingston-DT-microDuo-30
USB,,Seagate,FreeAgentDesktop 500GB,356,14.1,1195,https://usb.userbenchmark.com/SpeedTest/1269/Seagate-FreeAgentDesktop
USB,,WD,5000AAKB Externa 500GB,357,14.1,91,https://usb.userbenchmark.com/SpeedTest/11686/WD-5000AAKB-Externa
USB,,Toshiba,StorE HDD 500GB,358,14,339,https://usb.userbenchmark.com/SpeedTest/8768/Toshiba-StorE-HDD
USB,,Seagate,FreeAgentDesktop 250GB,359,14,567,https://usb.userbenchmark.com/SpeedTest/3122/Seagate-FreeAgentDesktop
USB,,Seagate,FA GoFlex Desk 1.5TB,360,14,670,https://usb.userbenchmark.com/SpeedTest/6129/Seagate-FA-GoFlex-Desk
USB,,WD,1600BEA External 160GB,361,14,66,https://usb.userbenchmark.com/SpeedTest/12871/WD-1600BEA-External
USB,,Linux,File-Stor Gadget 1TB,362,13.9,19,https://usb.userbenchmark.com/SpeedTest/8188/Linux-File-Stor-Gadget
USB,,Seagate,Desktop 2TB,363,13.9,2942,https://usb.userbenchmark.com/SpeedTest/3622/Seagate-Desktop
USB,49171,Verbatim,Store n Go V3 USB 3.0 8GB,364,13.8,577,https://usb.userbenchmark.com/SpeedTest/1152/Verbatim-STORE-N-GO
USB,,hp,x705w 16GB,365,13.8,135,https://usb.userbenchmark.com/SpeedTest/6023/hp-x705w
USB,,,SecureLock 64GB,366,13.8,10,https://usb.userbenchmark.com/SpeedTest/8002/SecureLock
USB,,Seagate,Portable 1.5TB,367,13.6,128,https://usb.userbenchmark.com/SpeedTest/10698/Seagate-Portable
USB,LJDS73-64GABEU,Lexar,JumpDrive S73 USB 3.0 64GB,368,13.5,295,https://usb.userbenchmark.com/Lexar-JumpDrive-S73-USB-30-64GB/Rating/1474
USB,,Toshiba,StorE HDD 1TB,369,13.4,221,https://usb.userbenchmark.com/SpeedTest/5210/Toshiba-StorE-HDD
USB,,Maxtor,3200 320GB,370,13.4,274,https://usb.userbenchmark.com/SpeedTest/5999/Maxtor-3200
USB,,Corsair,Voyager GT 3.0 16GB,371,13.4,69,https://usb.userbenchmark.com/SpeedTest/2616/Corsair-Voyager-GT-30
USB,,TrekStor,DS pocket light 500GB,372,13.3,93,https://usb.userbenchmark.com/SpeedTest/6291/TrekStor-DS-pocket-light
USB,LJDS73-32GABEU,Lexar,JumpDrive S73 USB 3.0 32GB,373,13.3,589,https://usb.userbenchmark.com/Lexar-JumpDrive-S73-USB-30-32GB/Rating/1473
USB,,TOSHIBA,MSFT NORB 8GB,374,13.3,40,https://usb.userbenchmark.com/SpeedTest/11462/TOSHIBA-MSFT-NORB
USB,SP064GBUF3B10V1B,Silicon,Power Blaze B10 USB 3.0 64GB,375,13.2,6,https://usb.userbenchmark.com/SpeedTest/4677/UFD-30-Silicon-Power64G
USB,DT100G3/16GB,Kingston,DataTraveler 100 G3 USB 3.0 16GB,376,13.1,46712,https://usb.userbenchmark.com/Kingston-DataTraveler-100-G3-USB-30-16GB/Rating/1521
USB,USM8GQ,Sony,Micro Vault Mach USB 3.0 8GB,377,12.9,70,https://usb.userbenchmark.com/SpeedTest/3001/Sony-Storage-Media
USB,,TOSHIBA,TransMemory-Mx 16GB,378,12.9,441,https://usb.userbenchmark.com/SpeedTest/6641/TOSHIBA-TransMemory-Mx
USB,PD-09,Kingmax,Pop Series USB 3.0 16GB,379,12.9,61,https://usb.userbenchmark.com/Kingmax-Pop-Series-USB-30-16GB/Rating/1359
USB,3530470,Intenso,Speed Line USB 3.0 16GB,380,12.7,172,https://usb.userbenchmark.com/Intenso-Speed-Line-USB-30-16GB/Rating/1349
USB,,JetFlash,Transcend 16GB,381,12.7,10873,https://usb.userbenchmark.com/SpeedTest/1099/JetFlash-Transcend-16GB
USB,00108025,Hama,Probo USB 3.0 16GB,382,12.6,17,https://usb.userbenchmark.com/Hama-Probo-USB-30-16GB/Rating/1294
USB,PEF16GSBUSB,Patriot,Supersonic Boost XT USB 3.0 16GB,383,12.4,167,https://usb.userbenchmark.com/Patriot-Supersonic-Boost-XT-USB-30-16GB/Rating/1291
USB,,SanDisk,Cruzer Glide 32GB,384,12.3,18094,https://usb.userbenchmark.com/SpeedTest/3933/SanDisk-Cruzer-Glide
USB,,Seagate,GoFlex Cinema 2TB,385,12.3,23,https://usb.userbenchmark.com/SpeedTest/3677/Seagate-GoFlex-Cinema
USB,DT100G3/8GB,Kingston,DataTraveler 100 G3 USB 3.0 8GB,386,12.3,11991,https://usb.userbenchmark.com/SpeedTest/1315/Kingston-DataTraveler-30
USB,,SRT,USB 3.0 JET 16G 16GB,387,12.3,99,https://usb.userbenchmark.com/SpeedTest/2810/SRT-USB-30-JET-16G
USB,,Innostor,Innostor 16GB,388,12.3,125,https://usb.userbenchmark.com/SpeedTest/12111/Innostor-Innostor
USB,,SanDisk,Cruzer Glide 16GB,389,12.1,25652,https://usb.userbenchmark.com/SpeedTest/2718/SanDisk-Cruzer-Glide
USB,,SanDisk,Cruzer Glide 64GB,390,12.1,5298,https://usb.userbenchmark.com/SpeedTest/2866/SanDisk-Cruzer-Glide
USB,,OCZ,ATV_TURBO 4GB,391,12,6,https://usb.userbenchmark.com/SpeedTest/3967/OCZ-ATV-TURBO
USB,DT111/32GB,Kingston,DataTraveler 111 USB 3.0 32GB,392,11.9,112,https://usb.userbenchmark.com/Kingston-DataTraveler-111-USB-30-32GB/Rating/1575
USB,,Leef,Magnet 16GB,393,11.9,9,https://usb.userbenchmark.com/SpeedTest/10717/Leef-Magnet
USB,AS102P-8G-RGY,Adata,S102 Pro USB 3.0 8GB,394,11.9,224,https://usb.userbenchmark.com/SpeedTest/2974/ADATA-USB-Flash-Drive
USB,,Kingston,DataTraveler 111 32GB,395,11.9,55,https://usb.userbenchmark.com/SpeedTest/3188/Kingston-DataTraveler-111
USB,AUV128-8G-RBE,Adata,DashDrive UV128 USB 3.0 8GB,396,11.8,359,https://usb.userbenchmark.com/SpeedTest/4062/ADATA-USB-Flash-Drive
USB,,SanDisk,Cruzer 64GB,397,11.8,2407,https://usb.userbenchmark.com/SpeedTest/6685/SanDisk-Cruzer
USB,,Kingston,DataTraveler 111 64GB,398,11.6,22,https://usb.userbenchmark.com/SpeedTest/9144/Kingston-DataTraveler-111
USB,,SanDisk,Cruzer Blade 32GB,399,11.5,21955,https://usb.userbenchmark.com/SpeedTest/1919/SanDisk-Cruzer-Blade
USB,,Kingston,DataTraveler 111 16GB,400,11.5,44,https://usb.userbenchmark.com/SpeedTest/6936/Kingston-DataTraveler-111
USB,,Kingston,DT R500 16GB,401,11.4,288,https://usb.userbenchmark.com/SpeedTest/1794/Kingston-DT-R500
USB,,SanDisk,Cruzer Blade 16GB,402,11.2,44653,https://usb.userbenchmark.com/SpeedTest/1349/SanDisk-Cruzer-Blade
USB,,SanDisk,Cruzer Glide 8GB,403,11.1,5307,https://usb.userbenchmark.com/SpeedTest/2673/SanDisk-Cruzer-Glide
USB,,Kingston,DT R500 32GB,404,11,62,https://usb.userbenchmark.com/SpeedTest/3036/Kingston-DT-R500
USB,,Kingston,DataTraveler 111 16GB,405,11,159,https://usb.userbenchmark.com/SpeedTest/3431/Kingston-DataTraveler-111
USB,U819V,PQI,Intelligent Drive Micro USB 3.0 16GB,406,10.9,327,https://usb.userbenchmark.com/PQI-Intelligent-Drive-Micro-USB-30-16GB/Rating/1451
USB,LJDS73-16GABEU,Lexar,JumpDrive S73 USB 3.0 16GB,407,10.9,412,https://usb.userbenchmark.com/Lexar-JumpDrive-S73-USB-30-16GB/Rating/1280
USB,SP016GBUF3B10V1B,Silicon Power,Blaze B10 USB 3.0 16GB,408,10.9,175,https://usb.userbenchmark.com/Silicon-Power-Blaze-B10-USB-30-16GB/Rating/1292
USB,DT111/16GB,Kingston,DataTraveler 111 USB 3.0 16GB,409,10.9,242,https://usb.userbenchmark.com/Kingston-DataTraveler-111-USB-30-16GB/Rating/1423
USB,,SanDisk,Cruzer Force 32GB,410,10.9,2816,https://usb.userbenchmark.com/SpeedTest/5195/SanDisk-Cruzer-Force
USB,PSF16GLSEL3USB,Patriot,Element USB 3.0 16GB,411,10.8,11,https://usb.userbenchmark.com/Patriot-Element-USB-30-16GB/Rating/1460
USB,,SanDisk,Cruzer 32GB,412,10.7,2737,https://usb.userbenchmark.com/SpeedTest/1509/SanDisk-Cruzer
USB,,SAMSUNG,HD400LJ 800GB,413,10.6,7,https://usb.userbenchmark.com/SpeedTest/2620/SAMSUNG-HD400LJ
USB,,Corsair,UFD 8GB,414,10.6,4,https://usb.userbenchmark.com/SpeedTest/6925/Corsair-UFD
USB,,SanDisk,Cruzer Edge 8GB,415,10.5,4913,https://usb.userbenchmark.com/SpeedTest/1421/SanDisk-Cruzer-Edge
USB,,Corsair,VoyagerGT 2GB,416,10.5,21,https://usb.userbenchmark.com/SpeedTest/5265/Corsair-VoyagerGT
USB,,SanDisk,Cruzer Switch 8GB,417,10.5,3301,https://usb.userbenchmark.com/SpeedTest/2921/SanDisk-Cruzer-Switch
USB,,SanDisk,Cruzer Blade 8GB,418,10.4,25917,https://usb.userbenchmark.com/SpeedTest/1167/SanDisk-Cruzer-Blade
USB,,SanDisk,Cruzer Force 16GB,419,10.4,4081,https://usb.userbenchmark.com/SpeedTest/4505/SanDisk-Cruzer-Force
USB,,Kingston,DataTraveler 111 8GB,420,10.3,225,https://usb.userbenchmark.com/SpeedTest/2973/Kingston-DataTraveler-111
USB,,TOSHIBA,silicon-power 8GB,421,10.2,81,https://usb.userbenchmark.com/SpeedTest/11557/TOSHIBA-silicon-power
USB,,Intenso,Speed Line 16GB,422,10.1,60,https://usb.userbenchmark.com/SpeedTest/1765/Intenso-Speed-Line
USB,AUV150-8G-RRD,Adata,DashDrive UV150 USB 3.0 8GB,423,10.1,94,https://usb.userbenchmark.com/SpeedTest/2478/ADATA-USB-Flash-Drive
USB,,,,424,10.1,90,https://usb.userbenchmark.com/SpeedTest/11587/
USB,,SanDisk,Cruzer Slice 8GB,425,9.92,556,https://usb.userbenchmark.com/SpeedTest/1971/SanDisk-Cruzer-Slice
USB,,SanDisk,Cruzer Edge 16GB,426,9.76,5319,https://usb.userbenchmark.com/SpeedTest/1294/SanDisk-Cruzer-Edge
USB,,SanDisk,Cruzer Facet 8GB,427,9.76,2417,https://usb.userbenchmark.com/SpeedTest/4796/SanDisk-Cruzer-Facet
USB,,SanDisk,Cruzer Force 8GB,428,9.75,1543,https://usb.userbenchmark.com/SpeedTest/5094/SanDisk-Cruzer-Force
USB,,SanDisk,Cruzer Glide 32GB,429,9.73,42,https://usb.userbenchmark.com/SpeedTest/5349/SanDisk-Cruzer-Glide
USB,PSF16GSPUSB,Patriot,Supersonic Pulse USB 3.0 16GB,430,9.63,30,https://usb.userbenchmark.com/Patriot-Supersonic-Pulse-USB-30-16GB/Rating/1295
USB,,SanDisk,Cruzer Fit 8GB,431,9.58,3222,https://usb.userbenchmark.com/SpeedTest/1577/SanDisk-Cruzer-Fit
USB,LJDS73-8GBABEU,Lexar,JumpDrive S73 USB 3.0 8GB,432,9.5,197,https://usb.userbenchmark.com/SpeedTest/4132/Lexar-JumpDrive
USB,,SanDisk,Cruzer Slice 16GB,433,9.5,385,https://usb.userbenchmark.com/SpeedTest/5062/SanDisk-Cruzer-Slice
USB,,SanDisk,Cruzer Switch 16GB,434,9.45,2423,https://usb.userbenchmark.com/SpeedTest/1433/SanDisk-Cruzer-Switch
USB,,SanDisk,Cruzer Facet 16GB,435,9.38,1090,https://usb.userbenchmark.com/SpeedTest/1437/SanDisk-Cruzer-Facet
USB,,Kingston,DataTraveler 3.0 16GB,436,9.35,28,https://usb.userbenchmark.com/SpeedTest/2091/Kingston-DataTraveler-30
USB,,SanDisk,Cruzer Blade 4GB,437,9.23,5909,https://usb.userbenchmark.com/SpeedTest/1442/SanDisk-Cruzer-Blade
USB,,SanDisk,Cruzer Fit 16GB,438,9.14,7473,https://usb.userbenchmark.com/SpeedTest/2402/SanDisk-Cruzer-Fit
USB,,SanDisk,Cruzer Fit 32GB,439,9.14,3785,https://usb.userbenchmark.com/SpeedTest/1702/SanDisk-Cruzer-Fit
USB,,SanDisk,Cruzer Contour 8GB,440,9.11,177,https://usb.userbenchmark.com/SpeedTest/6158/SanDisk-Cruzer-Contour
USB,,SanDisk,Cruzer Contour 16GB,441,9.11,177,https://usb.userbenchmark.com/SpeedTest/2948/SanDisk-Cruzer-Contour
USB,,Staples,Relay UFD 16GB,442,9.1,188,https://usb.userbenchmark.com/SpeedTest/5678/Staples-Relay-UFD
USB,,OCZ,RALLY2 4GB,443,9.03,44,https://usb.userbenchmark.com/SpeedTest/1195/OCZ-RALLY2
USB,,SanDisk,Cruzer Switch 4GB,444,8.98,430,https://usb.userbenchmark.com/SpeedTest/3042/SanDisk-Cruzer-Switch
USB,,SanDisk,Cruzer Edge 32GB,445,8.98,2589,https://usb.userbenchmark.com/SpeedTest/3928/SanDisk-Cruzer-Edge
USB,,SYMWAVE,WDC WD20EURS-63S 2TB,446,8.93,3,https://usb.userbenchmark.com/SpeedTest/2617/SYMWAVE-WDC-WD20EURS-63S
USB,,SanDisk,Ultra USB 2.0 8GB,447,8.9,266,https://usb.userbenchmark.com/SpeedTest/9775/SanDisk-Ultra
USB,,SanDisk,Cruzer Edge 4GB,448,8.89,996,https://usb.userbenchmark.com/SpeedTest/1727/SanDisk-Cruzer-Edge
USB,,SanDisk,Cruzer Switch 32GB,449,8.85,1524,https://usb.userbenchmark.com/SpeedTest/3097/SanDisk-Cruzer-Switch
USB,,TOSHIBA,USB DRV 16GB,450,8.77,1585,https://usb.userbenchmark.com/SpeedTest/3039/TOSHIBA-TOSHIBA-USB-DRV
USB,,MXT-USB,Storage Device 16GB,451,8.69,33,https://usb.userbenchmark.com/SpeedTest/8798/MXT-USB-Storage-Device
USB,,SanDisk,Cruzer Glide 4GB,452,8.66,604,https://usb.userbenchmark.com/SpeedTest/5957/SanDisk-Cruzer-Glide
USB,,OCZ,RALLY2 8GB,453,8.66,37,https://usb.userbenchmark.com/SpeedTest/9281/OCZ-RALLY2
USB,,SanDisk,Cruzer Orbit 8GB,454,8.59,397,https://usb.userbenchmark.com/SpeedTest/7295/SanDisk-Cruzer-Orbit
USB,,,SanDisk 4GB,455,8.58,57,https://usb.userbenchmark.com/SpeedTest/6105/SanDisk
USB,,LaCie,itsaKey 8GB,456,8.57,17,https://usb.userbenchmark.com/SpeedTest/11422/LaCie-itsaKey
USB,,Corsair,VoyagerGT 16GB,457,8.49,278,https://usb.userbenchmark.com/SpeedTest/5269/Corsair-VoyagerGT
USB,,SanDisk,Cruzer Slice 4GB,458,8.47,185,https://usb.userbenchmark.com/SpeedTest/5562/SanDisk-Cruzer-Slice
USB,,,Staples 4GB,459,8.45,104,https://usb.userbenchmark.com/SpeedTest/3939/Staples
USB,,ST,8GB 8GB,460,8.44,57,https://usb.userbenchmark.com/SpeedTest/4607/ST-8GB
USB,,SanDisk,Cruzer Fit 4GB,461,8.43,378,https://usb.userbenchmark.com/SpeedTest/10061/SanDisk-Cruzer-Fit
USB,,OCZ,ET1208AD 4GB,462,8.4,17,https://usb.userbenchmark.com/SpeedTest/6529/OCZ-ET1208AD
USB,,SanDisk,Ultra USB 2.0 16GB,463,8.34,1100,https://usb.userbenchmark.com/SpeedTest/5437/SanDisk-Ultra
USB,,TDK,LoR Trans-It Drive 4GB,464,8.29,52,https://usb.userbenchmark.com/SpeedTest/4384/TDK-LoR-Trans-It-Drive
USB,,SanDisk,U3 Titanium 8GB,465,8.26,136,https://usb.userbenchmark.com/SpeedTest/5618/SanDisk-U3-Titanium
USB,,SanDisk,Cruzer Pop 8GB,466,8.24,457,https://usb.userbenchmark.com/SpeedTest/4875/SanDisk-Cruzer-Pop
USB,,LEXAR,JD 360 2GB,467,8.13,22,https://usb.userbenchmark.com/SpeedTest/11953/LEXAR-JD-360
USB,,SanDisk,Cruzer Orbit 16GB,468,8.07,420,https://usb.userbenchmark.com/SpeedTest/10403/SanDisk-Cruzer-Orbit
USB,,SanDisk,SD Plus 4GB,469,8.07,16,https://usb.userbenchmark.com/SpeedTest/10135/SanDisk-SD-Plus
USB,,TOSHIBA,TransMemory 32GB,470,8.05,5028,https://usb.userbenchmark.com/SpeedTest/4802/TOSHIBA-TransMemory
USB,,,silicon-power 16GB,471,7.82,47,https://usb.userbenchmark.com/SpeedTest/2253/silicon-power
USB,,Corsair,Flash Voyager 4GB,472,7.82,170,https://usb.userbenchmark.com/SpeedTest/2134/Corsair-Flash-Voyager
USB,,DaneElec,Z Mate 16GB,473,7.69,67,https://usb.userbenchmark.com/SpeedTest/2831/DaneElec-Z-Mate-16GB
USB,,SanDisk,Cruzer Orbit 32GB,474,7.54,279,https://usb.userbenchmark.com/SpeedTest/6332/SanDisk-Cruzer-Orbit
USB,,Corsair,Flash Voyager 8GB,475,7.48,142,https://usb.userbenchmark.com/SpeedTest/1107/Corsair-Flash-Voyager
USB,,SanDisk,Ultra USB 2.0 64GB,476,7.46,85,https://usb.userbenchmark.com/SpeedTest/5190/SanDisk-Ultra
USB,,SanDisk,Ultra USB 2.0 32GB,477,7.45,679,https://usb.userbenchmark.com/SpeedTest/4329/SanDisk-Ultra
USB,,Crucial,Gizmo! 4GB,478,7.42,7,https://usb.userbenchmark.com/SpeedTest/1313/Crucial-Gizmo-
USB,,Corsair,Voyager 16GB,479,7.34,533,https://usb.userbenchmark.com/SpeedTest/4854/Corsair-Voyager
USB,,Ut165,USB2FlashStorage 8GB,480,7.29,242,https://usb.userbenchmark.com/SpeedTest/4730/Ut165-USB2FlashStorage
USB,,,SanDisk 32GB,481,7.17,268,https://usb.userbenchmark.com/SpeedTest/3611/SanDisk
USB,,Lexar,JD Secure II + 8GB,482,7.16,55,https://usb.userbenchmark.com/SpeedTest/1811/Lexar-JD-Secure-II--
USB,,Ut165,USB2FlashStorage 16GB,483,7.15,81,https://usb.userbenchmark.com/SpeedTest/5311/Ut165-USB2FlashStorage
